@T,E2
,27.03.2003,0.182441667,0.210233333,0.195808333,0.158820833,0.149495833,0.1613375,0.126229167,0.1081625,0.1196375,0.133954167
,28.03.2003,0.177633333,0.206933333,0.19395,0.158066667,0.1492625,0.1613375,0.126283333,0.108266667,0.119754167,0.134079167
,29.03.2003,0.1752875,0.204579167,0.191933333,0.156633333,0.148279167,0.160658333,0.126,0.1083,0.119875,0.134204167
,30.03.2003,0.17445,0.203033333,0.190358333,0.155366667,0.147258333,0.159820833,0.125504167,0.108241667,0.1199125,0.1343
,31.03.2003,0.1781625,0.2049625,0.191004167,0.155233333,0.1468,0.1592375,0.1250625,0.108075,0.1199125,0.134375
,01.04.2003,0.183229167,0.208845833,0.1935375,0.156591667,0.14745,0.1594625,0.1250125,0.107933333,0.1199,0.1344
,02.04.2003,0.18715,0.212266667,0.1963,0.158458333,0.148725,0.160395833,0.125441667,0.10795,0.1199,0.1344
,03.04.2003,0.18935,0.214725,0.1986625,0.16025,0.150158333,0.161591667,0.1261375,0.108095833,0.119904167,0.134408333
,04.04.2003,0.188183333,0.214575,0.1993125,0.161183333,0.151158333,0.1626375,0.126866667,0.108366667,0.120020833,0.134495833
,05.04.2003,0.185875,0.213125,0.1986,0.161075,0.151404167,0.163145833,0.1273375,0.108616667,0.120175,0.134595833
,06.04.2003,0.1834375,0.211383333,0.197383333,0.160395833,0.1511125,0.163125,0.1275,0.108845833,0.1203875,0.1347375
,07.04.2003,0.178845833,0.2077625,0.194866667,0.158958333,0.150295833,0.162641667,0.127358333,0.108979167,0.120591667,0.134908333
,08.04.2003,0.178104167,0.2060125,0.1929625,0.15745,0.149104167,0.161754167,0.126879167,0.108991667,0.1207,0.135070833
,09.04.2003,0.181741667,0.207891667,0.1935625,0.157275,0.148595833,0.161116667,0.126420833,0.108866667,0.120775,0.135166667
,10.04.2003,0.187804167,0.2121125,0.196191667,0.1586,0.149216667,0.161316667,0.126366667,0.108766667,0.120770833,0.135208333
,11.04.2003,0.192875,0.216554167,0.199691667,0.160895833,0.15075,0.162391667,0.126845833,0.108775,0.120783333,0.135266667
,12.04.2003,0.196995833,0.220175,0.20285,0.1631625,0.152508333,0.1638875,0.127691667,0.1089625,0.1208125,0.135304167
,13.04.2003,0.199770833,0.222741667,0.205445833,0.165308333,0.154270833,0.1655,0.128670833,0.109291667,0.1209625,0.135391667
,14.04.2003,0.2025375,0.224920833,0.207679167,0.167183333,0.1558875,0.166983333,0.129641667,0.109716667,0.121191667,0.135533333
,15.04.2003,0.203675,0.226066667,0.209375,0.168741667,0.157270833,0.16835,0.130591667,0.110175,0.121458333,0.1357125
,16.04.2003,0.200083333,0.224304167,0.209045833,0.169229167,0.158108333,0.169358333,0.131429167,0.1106625,0.1217875,0.135933333
,17.04.2003,0.198558333,0.222595833,0.207608333,0.1685,0.157875,0.169570833,0.1318,0.111045833,0.1221375,0.136225
,18.04.2003,0.2005,0.223433333,0.20785,0.168416667,0.1577875,0.16955,0.131929167,0.111325,0.122454167,0.136516667
,19.04.2003,0.199783333,0.223270833,0.208020833,0.168716667,0.158066667,0.169820833,0.132145833,0.111554167,0.122725,0.136770833
,20.04.2003,0.1977875,0.221758333,0.207083333,0.168283333,0.157975,0.1698875,0.132295833,0.111754167,0.122991667,0.137020833
,21.04.2003,0.198625,0.221733333,0.206704167,0.167895833,0.157645833,0.169754167,0.1323,0.1119125,0.123204167,0.1372625
,22.04.2003,0.201504167,0.223304167,0.207608333,0.168291667,0.157775,0.169779167,0.132333333,0.1120125,0.1234375,0.1374875
,23.04.2003,0.2202375,0.2242875,0.209020833,0.169466667,0.15865,0.1704,0.132620833,0.112154167,0.123620833,0.137683333
,24.04.2003,0.3633625,0.224141667,0.207108333,0.169075,0.158733333,0.170845833,0.132983333,0.112458333,0.1238375,0.137945833
,25.04.2003,0.379225,0.2575625,0.2056375,0.16765,0.1574375,0.170029167,-9999,0.1126,0.1240375,0.13815
,26.04.2003,0.378308333,0.309666667,0.206541667,0.167770833,0.157066667,0.1694875,0.132066667,0.112541667,0.124154167,0.138366667
,27.04.2003,0.378745833,0.3489375,0.209791667,0.169329167,0.157691667,0.169658333,0.13195,0.1124625,0.1242,0.138483333
,28.04.2003,0.378491667,0.3671375,0.214225,0.171575,0.159091667,0.170545833,0.1323,0.112475,0.124241667,0.138554167
,29.04.2003,0.3773,0.37455,0.2193125,0.173566667,0.160645833,0.171741667,0.132895833,0.1126375,0.1243125,0.138604167
,30.04.2003,0.374179167,0.3773,0.225108333,0.17505,0.161979167,0.172920833,0.1335,0.112908333,0.124441667,0.1386875
,01.05.2003,0.3698,0.376675,0.229804167,0.175033333,0.162358333,0.173541667,0.134029167,0.113204167,0.124641667,0.138783333
,02.05.2003,0.367841667,0.376070833,0.234791667,0.1744125,0.162095833,0.173591667,0.1342125,0.1134625,0.1248375,0.138933333
,03.05.2003,0.370041667,0.378566667,0.243345833,0.176029167,0.16295,0.173904167,0.134020833,0.113558333,0.125,0.139066667
,04.05.2003,0.370033333,0.379333333,0.251516667,0.177466667,0.163983333,0.174566667,0.1342625,0.113691667,0.125204167,0.139233333
,05.05.2003,0.368204167,0.378858333,0.258891667,0.178225,0.164620833,0.175179167,0.134708333,0.113945833,0.1254,0.139454167
,06.05.2003,0.366370833,0.377741667,0.265170833,0.178483333,0.164833333,0.175570833,0.135045833,0.114175,0.125591667,0.139645833
,07.05.2003,0.365616667,0.377291667,0.271283333,0.178775,0.1649625,0.1757375,0.135225,0.1143375,0.125791667,0.139845833
,08.05.2003,0.365325,0.377254167,0.277358333,0.179370833,0.165233333,0.175983333,0.135416667,0.1145,0.125991667,0.140029167
,09.05.2003,0.363166667,0.375995833,0.282570833,0.179833333,0.1654875,0.176258333,0.135679167,0.114670833,0.126166667,0.140241667
,10.05.2003,0.360879167,0.373070833,0.286083333,0.1794125,0.165120833,0.1762375,0.1357875,0.114845833,0.12635,0.140445833
,11.05.2003,0.376933333,0.387183333,0.289333333,0.176904167,0.163370833,0.1753,0.135341667,0.114883333,0.126545833,0.140620833
,12.05.2003,0.37845,0.398679167,0.323879167,0.1754875,0.161670833,0.173904167,0.1345,0.114729167,0.126641667,0.140791667
,13.05.2003,0.379508333,0.400025,0.360370833,0.177654167,0.161795833,0.173583333,0.134058333,0.114525,0.126616667,0.140966667
,14.05.2003,0.379916667,0.400370833,0.373458333,0.183591667,0.162883333,0.174125,0.134241667,0.1144,0.1266,0.141104167
,15.05.2003,0.381391667,0.401483333,0.379558333,0.1971625,0.164516667,0.175145833,0.1348125,0.114441667,0.1266,0.141183333
,16.05.2003,0.381425,0.401525,0.382845833,0.215866667,0.166408333,0.176516667,0.13565,0.114645833,0.126658333,0.141254167
,17.05.2003,0.383008333,0.4026,0.385520833,0.236379167,0.168495833,0.1779625,0.1365875,0.114966667,0.126820833,0.141370833
,18.05.2003,0.383358333,0.403166667,0.387491667,0.258725,0.170941667,0.1796625,0.1376875,0.115379167,0.127054167,0.141558333
,19.05.2003,0.3811375,0.401995833,0.387775,0.2785125,0.1730875,0.1812375,0.1388125,0.1158875,0.127345833,0.141779167
,20.05.2003,0.3764625,0.398141667,0.386,0.292291667,0.174216667,0.181983333,0.139595833,0.1164125,0.127741667,0.142083333
,21.05.2003,0.375379167,0.396229167,0.38425,0.30065,0.174841667,0.181829167,0.1398,0.116804167,0.1281375,0.142416667
,22.05.2003,0.377520833,0.3971875,0.384504167,0.3071625,0.176783333,0.181870833,0.139866667,0.11705,0.128454167,0.142745833
,23.05.2003,0.379379167,0.398683333,0.3856125,0.3126875,0.180316667,0.182670833,0.1403,0.1172625,0.128729167,0.1430125
,24.05.2003,0.380795833,0.3999,0.386391667,0.3169875,0.185054167,0.183879167,0.141066667,0.117591667,0.129033333,0.143304167
,25.05.2003,0.380529167,0.399841667,0.3865375,0.320220833,0.190816667,0.185241667,0.141995833,0.1180125,0.129341667,0.1435875
,26.05.2003,0.380104167,0.399416667,0.386316667,0.322408333,0.197279167,0.18635,0.142816667,0.118483333,0.129729167,0.143870833
,27.05.2003,0.379729167,0.3989375,0.385995833,0.323966667,0.204479167,0.187233333,0.143520833,0.118929167,0.130133333,0.144225
,28.05.2003,0.381391667,0.399725,0.386079167,0.325270833,0.212233333,0.1879875,0.144120833,0.119358333,0.130525,0.144591667
,29.05.2003,0.3831125,0.401066667,0.386754167,0.326929167,0.220883333,0.189045833,0.1449,0.119783333,0.130970833,0.144945833
,30.05.2003,0.383995833,0.40185,0.3872625,0.328554167,0.230116667,0.190445833,0.145875,0.120270833,0.131379167,0.145329167
,31.05.2003,0.382733333,0.401254167,0.387125,0.329758333,0.239404167,0.191916667,0.146866667,0.120816667,0.131870833,0.145729167
,01.06.2003,0.381066667,0.399708333,0.3861875,0.330104167,0.247816667,0.193054167,0.147629167,0.121383333,0.132370833,0.146158333
,02.06.2003,0.379429167,0.398129167,0.3851,0.3300375,0.2552125,0.193858333,0.148020833,0.121854167,0.1329,0.146604167
,03.06.2003,0.3783125,0.396995833,0.384208333,0.329854167,0.261658333,0.194520833,0.148245833,0.122270833,0.133379167,0.1470625
,04.06.2003,0.376116667,0.395254167,0.383170833,0.3295625,0.267279167,0.195179167,0.1483,0.1225375,0.133795833,0.147466667
,05.06.2003,0.373354167,0.3924875,0.381666667,0.328879167,0.271866667,0.1957,0.14815,0.1227125,0.134145833,0.147870833
,06.06.2003,0.373079167,0.391633333,0.381116667,0.3283375,0.275466667,0.1960375,0.1476,0.1227875,0.1344125,0.148216667
,07.06.2003,0.373241667,0.391483333,0.3815,0.32845,0.278575,0.196316667,0.146941667,0.122683333,0.134629167,0.148508333
,08.06.2003,0.375741667,0.392979167,0.382791667,0.3292625,0.281533333,0.1967125,0.1463,0.122525,0.134704167,0.1487125
,09.06.2003,0.379679167,0.396179167,0.385204167,0.331445833,0.2851125,0.197558333,0.14585,0.122325,0.134754167,0.148916667
,10.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,11.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,12.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,13.06.2003,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
,14.06.2003,0.3848625,0.4003625,0.389229167,0.342783333,0.315641667,0.215570833,0.149658333,0.1267375,0.136754167,0.1498625
,15.06.2003,0.386104167,0.401195833,0.3895875,0.343508333,0.319854167,0.221020833,0.150554167,0.127158333,0.137054167,0.150091667
,16.06.2003,0.387595833,0.402508333,0.3902875,0.3444125,0.323479167,0.227404167,0.1516,0.127620833,0.1374,0.150333333
,17.06.2003,0.387695833,0.402866667,0.390583333,0.345216667,0.326591667,0.234658333,-9999,0.1282,0.137795833,0.1506375
,18.06.2003,0.385895833,0.4017125,0.389925,0.345391667,0.328808333,0.2423875,0.1540125,0.1288375,0.138245833,0.150970833
,19.06.2003,0.3845125,0.400108333,0.388645833,0.344825,0.329891667,0.2500625,0.154870833,0.1294875,0.138766667,0.151333333
,20.06.2003,0.384758333,0.3999375,0.388175,0.344404167,0.3306125,0.257341667,0.155508333,0.130004167,0.139291667,0.151720833
,21.06.2003,0.385275,0.399933333,0.387875,0.344241667,0.331341667,0.264391667,0.1562625,0.130466667,0.139795833,0.1521
,22.06.2003,0.386733333,0.400925,0.388258333,0.344433333,0.3321375,0.271008333,0.157216667,0.130883333,0.1402875,0.152466667
,23.06.2003,0.388058333,0.400691667,0.385983333,0.3414875,0.329245833,0.2722125,0.15655,0.131408333,0.140858333,0.152925
,24.06.2003,0.386233333,0.3983,0.382358333,0.337720833,0.325633333,0.271908333,0.155629167,0.132070833,0.141558333,0.153420833
,25.06.2003,0.381625,0.394304167,0.3797375,0.336220833,0.325245833,0.276291667,0.156641667,0.132541667,0.142445833,0.153804167
,26.06.2003,0.381545833,0.392991667,0.3780125,0.334454167,0.324033333,0.279220833,0.1570125,0.132791667,0.143066667,0.1541625
,27.06.2003,0.383616667,0.394029167,0.378170833,0.334029167,0.3236625,0.282045833,0.1575,0.1328,0.143383333,0.154504167
,28.06.2003,0.3858875,0.395745833,0.3793125,0.334670833,0.324220833,0.285291667,0.158575,0.132841667,0.1436,0.1547875
,29.06.2003,0.386545833,0.396720833,0.380370833,0.335625,0.325354167,0.288791667,0.160145833,0.133025,0.143845833,0.155008333
,30.06.2003,0.385833333,0.395958333,0.380041667,0.335770833,0.326041667,0.2919125,0.161883333,0.133345833,0.144120833,0.1552625
,01.07.2003,0.387870833,0.3972875,0.380816667,0.336258333,0.326616667,0.294566667,0.163575,0.133675,0.144470833,0.155508333
,02.07.2003,0.389983333,0.399029167,0.382141667,0.3373,0.327791667,0.29745,0.165625,0.134029167,0.1448375,0.1557875
,03.07.2003,0.391658333,0.400545833,0.383545833,0.338679167,0.3293,0.300495833,0.168045833,0.134495833,0.145229167,0.156066667
,04.07.2003,0.392683333,0.401529167,0.384625,0.3398875,0.330770833,0.303429167,0.170691667,0.135066667,0.145704167,0.1563875
,05.07.2003,0.3938625,0.402483333,0.385695833,0.340941667,0.332145833,0.306175,0.173433333,0.135720833,0.146266667,0.156733333
,06.07.2003,0.393704167,0.402754167,0.386329167,0.341820833,0.333308333,0.308704167,0.1764375,0.136420833,0.146845833,0.157141667
,07.07.2003,0.392270833,0.4018375,0.385979167,0.341983333,0.333958333,0.3107375,0.179229167,0.137125,0.147508333,0.157595833
,08.07.2003,0.39045,0.400016667,0.3847,0.341345833,0.3339125,0.312058333,0.181720833,0.13775,0.1481375,0.158058333
,09.07.2003,0.391858333,0.400570833,0.384620833,0.341091667,0.333816667,0.3129125,0.183929167,0.138229167,0.148754167,0.158516667
,10.07.2003,0.39225,0.400958333,0.385054167,0.341420833,0.3341875,0.314079167,0.186345833,0.138620833,0.149275,0.1589625
,11.07.2003,0.392616667,0.401316667,0.385416667,0.341825,0.334716667,0.3152875,0.1889,0.139045833,0.1497625,0.1593875
,12.07.2003,0.3925875,0.401208333,0.385408333,0.341958333,0.3351,0.3164375,0.191595833,0.139508333,0.150270833,0.1598
,13.07.2003,0.392691667,0.401245833,0.385475,0.341995833,0.335475,0.3174125,0.1941625,0.139966667,0.150766667,0.160195833
,14.07.2003,0.393133333,0.401354167,0.385541667,0.34185,0.335733333,0.318325,0.1967375,0.1404,0.15125,0.1606375
,15.07.2003,0.3935,0.401816667,0.385966667,0.342225,0.33625,0.3192875,0.199308333,0.140841667,0.1517625,0.161033333
,16.07.2003,0.391695833,0.400204167,0.384995833,0.341925,0.3363125,0.32005,0.201845833,0.141283333,0.1522375,0.161429167
,17.07.2003,0.392204167,0.400091667,0.384575,0.341541667,0.3360625,0.320366667,0.204054167,0.1416625,0.152716667,0.161845833
,18.07.2003,0.3934875,0.4009375,0.385041667,0.341775,0.336254167,0.320883333,0.206233333,0.141991667,0.153145833,0.1622375
,19.07.2003,0.393054167,0.40065,0.385066667,0.3420125,0.336654167,0.321595833,0.208579167,0.142333333,0.15355,0.1626125
,20.07.2003,0.392525,0.400145833,0.384683333,0.3418875,0.336704167,0.3220875,0.210795833,0.142695833,0.153975,0.162991667
,21.07.2003,0.390554167,0.398370833,0.3834,0.341120833,0.336304167,0.322320833,0.212779167,0.143041667,0.154358333,0.163345833
,22.07.2003,0.391470833,0.39855,0.383079167,0.340595833,0.3357625,0.322183333,0.214420833,0.143275,0.154745833,0.163716667
,23.07.2003,0.391975,0.398883333,0.383216667,0.340629167,0.335745833,0.322404167,0.216091667,0.143454167,0.1550625,0.1640375
,24.07.2003,0.392204167,0.398975,0.3832375,0.3406625,0.335833333,0.322695833,0.217845833,0.14365,0.155341667,0.164358333
,25.07.2003,0.392966667,0.399495833,0.383554167,0.340875,0.336054167,0.323095833,0.219604167,0.143904167,0.155629167,0.164633333
,26.07.2003,0.392845833,0.399491667,0.383675,0.3410875,0.336416667,0.323604167,0.221425,0.144179167,0.15595,0.164945833
,27.07.2003,0.393233333,0.399820833,0.383879167,0.341204167,0.336645833,0.324125,0.223158333,0.1445,0.1563,0.1652625
,28.07.2003,0.392816667,0.3996875,0.383879167,0.341316667,0.336925,0.324583333,0.224979167,0.144841667,0.156641667,0.1655625
,29.07.2003,0.391141667,0.398591667,0.383204167,0.340933333,0.336854167,0.3249,0.226545833,0.145179167,0.157008333,0.165891667
,30.07.2003,0.389320833,0.396783333,0.3818,0.339804167,0.336191667,0.324716667,0.227745833,0.145458333,0.157375,0.1661875
,31.07.2003,0.388608333,0.395983333,0.380891667,0.338970833,0.3354375,0.324270833,0.2286,0.14565,0.15765,0.166520833
,01.08.2003,0.38715,0.3945375,0.37965,0.337979167,0.334566667,0.323791667,0.229354167,0.1457,0.157875,0.166783333
,02.08.2003,0.387195833,0.3940875,0.378945833,0.337183333,0.3338125,0.323258333,0.229920833,0.1457,0.1580375,0.167033333
,03.08.2003,0.388704167,0.395133333,0.379304167,0.3371125,0.333529167,0.322975,0.230604167,0.145666667,0.1581125,0.16725
,04.08.2003,0.388158333,0.394983333,0.379370833,0.337220833,0.333604167,0.323154167,0.231508333,0.1456875,0.158195833,0.1673875
,05.08.2003,0.388766667,0.395191667,0.379341667,0.337108333,0.333541667,0.323208333,0.232433333,0.145741667,0.158333333,0.167591667
,06.08.2003,0.389829167,0.3961375,0.379954167,0.3374,0.3337875,0.323445833,0.2334,0.145845833,0.15845,0.167745833
,07.08.2003,0.390070833,0.396716667,0.380525,0.337920833,0.334195833,0.323929167,0.2345125,0.14605,0.158629167,0.167925
,08.08.2003,0.388295833,0.395475,0.379883333,0.3377375,0.334308333,0.324291667,0.235591667,0.146295833,0.158845833,0.168125
,09.08.2003,0.388270833,0.3952125,0.379429167,0.337320833,0.334,0.324291667,0.236379167,0.146541667,0.159091667,0.168341667
,10.08.2003,0.388529167,0.395283333,0.3793625,0.3371875,0.333933333,0.324283333,0.237070833,0.1467125,0.159333333,0.168558333
,11.08.2003,0.389175,0.3958625,0.379670833,0.3373375,0.3339875,0.324383333,0.237816667,0.1469125,0.1595625,0.1687625
,12.08.2003,0.388958333,0.3958875,0.379791667,0.337470833,0.334170833,0.3246875,0.238658333,0.147079167,0.159754167,0.168958333
,13.08.2003,0.388666667,0.3956875,0.379691667,0.337445833,0.334233333,0.324925,0.23945,0.1473375,0.1599875,0.1691875
,14.08.2003,0.3877,0.3951,0.379295833,0.337233333,0.33415,0.32505,0.240166667,0.147583333,0.160220833,0.169408333
,15.08.2003,0.3870125,0.3944,0.3786875,0.336758333,0.333891667,0.32495,-9999,0.147791667,0.160470833,0.1696375
,16.08.2003,0.386566667,0.3938625,0.37815,0.336316667,0.333475,0.324716667,0.241104167,0.147933333,0.160670833,0.169854167
,17.08.2003,0.386333333,0.393741667,0.37795,0.3360125,0.333175,0.3245125,0.241429167,0.148083333,0.160875,0.170066667
,18.08.2003,0.384783333,0.3926375,0.377204167,0.3355375,0.332766667,0.32435,0.241795833,0.148166667,0.161004167,0.170254167
,19.08.2003,0.381033333,0.3896625,0.375083333,0.334179167,0.331833333,0.323804167,0.241883333,0.148245833,0.161158333,0.1704375
,20.08.2003,0.381745833,0.3891625,0.373841667,0.332804167,0.330441667,0.322758333,0.241566667,0.148175,0.161208333,0.1706
,21.08.2003,0.383325,0.390241667,0.374266667,0.332629167,0.329954167,0.3222,0.2413625,0.147979167,0.1612,0.170725
,22.08.2003,0.384054167,0.3909,0.374754167,0.332879167,0.330041667,0.322166667,0.241579167,0.14785,0.161183333,0.170795833
,23.08.2003,0.384429167,0.391491667,0.3753125,0.333191667,0.3303,0.322408333,0.242004167,0.147829167,0.16115,0.170845833
,24.08.2003,0.382958333,0.390820833,0.375033333,0.333170833,0.330408333,0.322583333,0.242508333,0.147925,0.161191667,0.170966667
,25.08.2003,0.379104167,0.387779167,0.37305,0.332054167,0.329683333,0.3222625,0.2426875,0.1480875,0.161275,0.171041667
,26.08.2003,0.378229167,0.385958333,0.371183333,0.330333333,0.3281875,0.321216667,0.242341667,0.1481,0.161320833,0.1711375
,27.08.2003,0.380216667,0.387116667,0.371391667,0.3298625,0.3273625,0.320341667,0.241895833,0.147879167,0.1613,0.171275
,28.08.2003,0.381220833,0.387820833,0.371770833,0.329941667,0.3272875,0.320125,0.241879167,0.147716667,0.1612125,0.1713
,29.08.2003,0.380345833,0.387916667,0.372104167,0.330254167,0.327504167,0.320279167,0.242108333,0.147658333,0.161170833,0.1713
,30.08.2003,0.3748125,0.384208333,0.370029167,0.3291625,0.3268125,0.319991667,0.242216667,0.1477,0.161120833,0.1713625
,31.08.2003,0.370408333,0.3795125,0.3663375,0.326404167,0.324541667,0.3184875,0.241529167,0.147591667,0.1611125,0.1714
,01.09.2003,0.370020833,0.378083333,0.364483333,0.32435,0.322266667,0.3165125,0.240275,0.147208333,0.160966667,0.171425
,02.09.2003,0.371854167,0.378641667,0.364129167,0.323333333,0.320833333,0.315025,0.239216667,0.1466625,0.160658333,0.1714
,03.09.2003,0.373333333,0.379791667,0.364658333,0.323291667,0.320408333,0.314358333,0.238670833,0.146108333,0.160283333,0.171316667
,04.09.2003,0.3718,0.378404167,0.362875,0.322095833,0.319766667,0.313975,0.2387,0.145795833,0.159954167,0.17125
,05.09.2003,0.372825,0.378345833,0.361741667,0.3210375,0.3190375,0.313520833,0.238608333,0.145595833,0.1597,0.171129167
,06.09.2003,0.373966667,0.379316667,0.3623375,0.321225,0.3190125,0.313308333,0.238541667,0.145391667,0.159475,0.171029167
,07.09.2003,0.373920833,0.379475,0.3625,0.32135,0.319095833,0.3133375,0.2386,0.1453,0.1592875,0.170870833
,08.09.2003,0.372425,0.378291667,0.36185,0.3209375,0.3187875,0.3132125,0.238608333,0.145270833,0.159116667,0.170783333
,09.09.2003,0.3725125,0.378095833,0.3614125,0.3204,0.318241667,0.3127875,0.238429167,0.1451875,0.159029167,0.1707
,10.09.2003,0.371945833,0.37755,0.360925,0.319933333,0.317725,0.312370833,0.238233333,0.145045833,0.1589125,0.170679167
,11.09.2003,0.370254167,0.3762625,0.3600625,0.319270833,0.317066667,0.311825,0.237929167,0.1449375,0.158770833,0.170579167
,12.09.2003,0.369475,0.3751625,0.3589625,0.318258333,0.316045833,0.3110375,0.237470833,0.14475,0.158616667,0.170495833
,13.09.2003,0.369945833,0.375241667,0.3586625,0.317695833,0.31525,0.310291667,0.236966667,0.1445,0.158429167,0.170441667
,14.09.2003,0.36855,0.374275,0.358075,0.317116667,0.314666667,0.309716667,0.236545833,0.1442375,0.158208333,0.1703625
,15.09.2003,0.367466667,0.3729625,0.35695,0.316133333,0.313708333,0.308933333,0.236079167,0.143970833,0.157975,0.170208333
,16.09.2003,0.368525,0.3732625,0.356654167,0.3155125,0.312933333,0.308191667,0.235545833,0.143670833,0.157720833,0.1701
,17.09.2003,0.369420833,0.374016667,0.35705,0.315533333,0.312654167,0.307745833,0.235216667,0.143416667,0.157466667,0.169929167
,18.09.2003,0.366358333,0.3722625,0.356225,0.315179167,0.312408333,0.307529167,0.2350625,0.143208333,0.157233333,0.169816667
,19.09.2003,0.364025,0.369775,0.3541875,0.313629167,0.31115,0.306683333,0.234583333,0.143029167,0.157025,0.169654167
,20.09.2003,0.363858333,0.368975,0.353029167,0.312391667,0.309804167,0.305529167,0.233820833,0.142695833,0.156783333,0.169533333
,21.09.2003,0.364041667,0.368775,0.352533333,0.311679167,0.308925,0.3046375,0.233141667,0.142320833,0.1564625,0.169345833
,22.09.2003,0.364358333,0.3688625,0.352279167,0.311229167,0.308354167,0.304016667,0.232675,0.141904167,0.15615,0.16915
,23.09.2003,0.364566667,0.368808333,0.351958333,0.31085,0.3079125,0.303595833,0.232358333,0.141583333,0.155804167,0.168941667
,24.09.2003,0.365608333,0.369479167,0.35235,0.310925,0.3077625,0.303320833,0.2321125,0.1413625,0.155525,0.16875
,25.09.2003,0.365220833,0.369420833,0.3524625,0.311008333,0.3077875,0.303266667,0.2320375,0.141195833,0.155270833,0.1685625
,26.09.2003,0.365970833,0.369675,0.352495833,0.310958333,0.307641667,0.303116667,0.231995833,0.141108333,0.155116667,0.168408333
,27.09.2003,0.3659875,0.369891667,0.352720833,0.311058333,0.307704167,0.3031,0.231991667,0.140995833,0.154916667,0.1682625
,28.09.2003,0.365133333,0.3694125,0.352441667,0.310941667,0.307629167,0.303083333,0.232,0.1409125,0.154779167,0.168141667
,29.09.2003,0.3639125,0.368425,0.351741667,0.310445833,0.307279167,0.302775,0.231833333,0.1408625,0.154641667,0.168004167
,30.09.2003,0.362295833,0.3670875,0.350808333,0.3097125,0.306591667,0.302275,0.23155,0.1407875,0.15455,0.167916667
,01.10.2003,0.359454167,0.364629167,0.348945833,0.308445833,0.305541667,0.3015,0.231066667,0.140666667,0.1544,0.1678375
